50393960	935370046725152769
50393960	935371112606720001
50393960	358412901
50393960	935371159050256385
50393960	935371201873973248
50393960	935371357600264192
50393960	922318297307086848
50393960	935370680907939840
50393960	931718854446686208
50393960	935370142246154240
50393960	935371026594238464
50393960	1507373953
50393960	933357889175019520
50393960	935371190754951168
50393960	935370862072647680
50393960	935369509061345280
50393960	22900353
50393960	935370712734367744
50393960	935366156503810049
50393960	935370893634756608
50393960	935370835619016705
50393960	935370594018910208
50393960	2926791108
50393960	935370386245607424
50393960	935370476313968640
50393960	1250504364
50393960	935369739051917314
50393960	935371134735933441
50393960	935370592869433345
50393960	935368915923771392
50393960	935368264149999616
50393960	935370342230458369
50393960	935371138305163265
50393960	935371189685403648
50393960	935369554808602624
50393960	935370808486064128
50393960	935369722471768065
50393960	935370513232281600
50393960	935370833555525632
50393960	935370412653010944
50393960	935371017320521728
50393960	935370666605404160
50393960	935370145119182848
50393960	935369466778550272
50393960	935370857773281280
50393960	935370720980299777
50393960	935370144125030401
50393960	935370844934680576
50393960	935370715469172737
50393960	935370771890708480
50393960	935370648691597312
50393960	935369894371254272
50393960	935370377240371200
50393960	4861671373
50393960	935370530902777857
50393960	935370823002550274
50393960	935370635894812672
50393960	935370977101385728
50393960	935370119106084864
50393960	935371071808708608
50393960	935370956633198592
50393960	935368613048885248
50393960	935369961945444352
50393960	935366677289631744
50393960	935370216250384384
50393960	935369396884611072
50393960	935370270759669765
50393960	935370301868711937
50393960	935369570407370752
50393960	935339767612375040
50393960	935370583377932289
50393960	935369902076153857
50393960	935370387969359872
50393960	935370121576456193
50393960	935369811806375936
50393960	935370157500723200
50393960	935370614260432896
50393960	935370718153383936
50393960	935370170243018753
50393960	935354231753621504
50393960	935370482215301120
50393960	935369420117069824
50393960	935369586203127808
50393960	935370823518494720
50393960	935370252254371840
50393960	935370368872620032
50393960	935370060616658944
50393960	935368186970681344
50393960	935370522732441600
50393960	935370103918493696
50393960	935370519947481088
50393960	935369857520070656
50393960	935370185946435586
50393960	935370087724470272
50393960	935369505194127360
50393960	935370423411163136
50393960	613188480
50393960	935369658424848385
50393960	935370390448128000
50393960	935370605922107392
1636590253	935367105943187457
1636590253	935370877889282049
1636590253	935370729859805185
1636590253	935370173212700672
1636590253	935370962031316993
1636590253	935368129496064000
1636590253	935365027623768064
1636590253	935370736490782720
1636590253	931546062900334598
1636590253	935369722023079938
1636590253	935370988304269312
1636590253	935353807843684352
1636590253	935370825884106752
1636590253	395127196
1636590253	935354231753621504
1636590253	935370679423258624
1636590253	935367840651100161
1636590253	409779199
1636590253	935370857811185665
1636590253	935370592869433345
1636590253	895087568148086784
1636590253	935370513232281600
1636590253	935369858841055232
1636590253	935369722471768065
1636590253	935370666605404160
1636590253	935370467153555456
1636590253	935370145119182848
1636590253	935370144125030401
1636590253	935370123619291136
1636590253	328555055
1636590253	171012206
1636590253	935370530902777857
1636590253	935370823002550274
1636590253	935370090106839040
1636590253	935370434245218304
1636590253	935370278166781953
1636590253	935370874680516608
1636590253	935370607117582336
1636590253	935369329478197249
1636590253	935370426812788736
1636590253	935370216250384384
1636590253	935369396884611072
1636590253	935370055948406784
1636590253	935366480610304000
1636590253	935369793414209536
1636590253	935370383443857408
1636590253	935368522955288578
1636590253	935369555068588032
1636590253	935370387969359872
1636590253	15344528
1636590253	935370361230815232
1636590253	935369693225017345
1636590253	935369645221130240
1636590253	935370572590088192
1636590253	935370228527222784
1636590253	935370482215301120
1636590253	935370171635691520
1636590253	935370164194775040
1636590253	935370823518494720
1636590253	935370371297107968
1636590253	935370060616658944
1636590253	935370185074192385
1636590253	935368186970681344
1636590253	935370522732441600
1636590253	935369857520070656
1636590253	935369924700188672
1636590253	3041862139
1636590253	935369910372376576
1636590253	935369658424848385
1636590253	465346828
1636590253	935370069013614592
1636590253	380147351
1636590253	386164684
1636590253	935369792717955072
1636590253	935370248219385856
1636590253	935367900315242496
1636590253	935369814016528385
1636590253	935358712851689474
1636590253	935369953196281857
1636590253	935370412845707265
1636590253	935368573891022849
1636590253	928518066362896384
1636590253	935370157320560640
1636590253	935370103700500480
1636590253	935369468838137856
1636590253	935369717786857473
1636590253	935370124256796672
1636590253	935369923668389888
1636590253	935369546948415488
1636590253	935369784035643392
1636590253	935370500259418112
1636590253	935370326371733504
1636590253	935369932660985856
1636590253	935370264170266624
1636590253	935370290028208129
1636590253	935369639080742913
1636590253	935368798521114624
1636590253	935369756059865088
1636590253	935369840042430464
1636590253	935369594914603008
